,guest_size,total_interactions,message_length,total_reviews,lead_time,days_of_stay,reply_t,accepted,rt_Entire_home/apt,rt_Private room,rt_Shared room,contact_me,past_booker
8507,1.0,3,0.0,1.0,184,4,458.25,0,1,0,0,0,0
8508,2.0,22,0.0,47.0,24,19,142.75,1,1,0,0,0,1
8509,4.0,24,0.0,0.0,109,8,26.28333333333333,1,1,0,0,0,0
8510,2.0,8,46.0,0.0,158,5,101537.45,1,0,1,0,1,0
8513,4.0,17,137.0,50.0,276,7,18.95,1,1,0,0,0,0
8514,2.0,13,539.0,31.0,1,4,7.633333333333335,1,1,0,0,0,0
8515,3.0,11,413.0,66.0,6,3,40.03333333333333,1,1,0,0,0,0
8521,4.0,2,95.0,0.0,76,4,110.88333333333334,0,1,0,0,1,0
8522,4.0,2,85.0,0.0,10,6,1.05,0,1,0,0,1,0
8524,1.0,6,156.0,0.0,53,7,409.08333333333326,1,0,1,0,1,1
8525,2.0,3,182.0,16.0,80,8,101.78333333333332,0,1,0,0,0,1
8526,5.0,3,182.0,2.0,202,9,11.083333333333336,1,1,0,0,1,0
8528,10.0,8,178.0,2.0,44,5,14.283333333333333,0,1,0,0,1,1
8529,1.0,4,104.0,14.0,21,3,187.08333333333331,1,1,0,0,1,1
8530,3.0,9,122.0,21.0,6,3,8.566666666666666,1,1,0,0,1,1
8531,6.0,2,119.0,19.0,28,5,4.85,0,1,0,0,0,0
8533,6.0,10,188.0,20.0,63,9,39.333333333333336,1,1,0,0,1,1
8534,1.0,2,284.0,1.0,23,122,763.0666666666667,0,1,0,0,1,1
8536,4.0,4,224.0,0.0,171,3,50.93333333333333,0,1,0,0,0,0
8539,3.0,3,0.0,1.0,20,5,827.95,0,1,0,0,0,1
8541,4.0,4,272.0,1.0,15,4,14.45,0,1,0,0,1,1
8543,8.0,2,127.0,0.0,11,4,377.35,0,1,0,0,1,0
8544,2.0,2,274.0,16.0,47,19,429.3,0,0,1,0,1,1
8545,5.0,57,141.0,15.0,16,3,5.15,1,1,0,0,1,1
8549,1.0,2,253.0,3.0,214,13,799.1166666666667,0,1,0,0,0,0
8550,1.0,31,293.0,0.0,34,19,6.533333333333332,1,0,1,0,1,0
8552,5.0,12,265.0,10.0,146,10,1039.3333333333335,0,1,0,0,0,1
8556,6.0,6,284.0,0.0,268,4,12165.016666666665,0,1,0,0,1,0
8557,2.0,4,210.0,22.0,16,2,14.166666666666664,0,1,0,0,1,0
8561,4.0,3,328.0,51.0,318,4,7.25,0,1,0,0,1,0
8563,1.0,21,124.0,0.0,88,5,63.05,0,1,0,0,1,0
8564,7.0,9,257.0,2.0,215,8,2402.2,0,1,0,0,0,0
8568,1.0,10,221.0,1.0,3,4,18.716666666666665,1,0,1,0,1,0
8570,1.0,16,55.0,10.0,10,4,0.5333333333333333,1,1,0,0,0,1
8571,5.0,9,382.0,11.0,157,4,254.13333333333333,1,1,0,0,0,0
8575,5.0,2,89.0,0.0,98,4,1155.25,0,1,0,0,1,1
8576,2.0,5,88.0,0.0,30,49,19.566666666666666,1,1,0,0,1,0
8578,4.0,3,80.0,2.0,74,2,1064.0000000000002,0,1,0,0,1,0
8579,2.0,2,304.0,40.0,51,92,2692.0666666666666,0,1,0,0,1,1
8581,8.0,6,171.0,4.0,234,3,1799.283333333333,0,1,0,0,1,1
8582,4.0,2,149.0,17.0,116,9,96.26666666666668,0,1,0,0,1,0
8583,1.0,6,179.0,6.0,23,8,363.61666666666673,0,0,1,0,0,0
8585,3.0,7,503.0,1.0,25,3,43.98333333333333,0,1,0,0,0,1
8586,10.0,6,109.0,0.0,188,4,1440.05,1,1,0,0,1,0
8587,5.0,7,176.0,0.0,7,4,3.6,0,1,0,0,1,1
8590,2.0,17,237.0,2.0,184,4,457.16666666666674,1,1,0,0,1,0
8591,1.0,3,324.0,23.0,199,28,122.81666666666668,0,0,1,0,0,1
8593,4.0,3,110.0,1.0,15,2,84.88333333333334,0,1,0,0,1,1
8594,2.0,40,124.0,4.0,189,8,17.116666666666667,1,1,0,0,1,1
8597,6.0,9,0.0,33.0,37,2,64.2,1,1,0,0,0,1
8598,2.0,4,192.0,2.0,102,22,39.98333333333333,0,1,0,0,1,1
8599,10.0,11,383.0,2.0,180,31,243.33333333333331,0,1,0,0,1,0
8600,1.0,5,126.0,1.0,90,7,1507.1166666666666,1,0,1,0,1,1
8604,8.0,3,138.0,0.0,54,2,1011.0166666666668,0,1,0,0,1,0
8606,1.0,3,252.0,32.0,35,4,173.9,1,1,0,0,1,0
8608,6.0,3,73.0,7.0,12,3,389.91666666666674,1,1,0,0,1,0
8609,3.0,2,192.0,0.0,185,7,80.05,0,0,1,0,1,0
8610,1.0,2,143.0,0.0,90,3,10.333333333333334,0,1,0,0,1,0
8614,5.0,3,306.0,0.0,24,3,690.05,0,1,0,0,1,0
8621,3.0,7,214.0,9.0,1,15,50.41666666666666,0,1,0,0,0,1
8622,2.0,6,3.0,12.0,1,2,400.03333333333336,0,1,0,0,0,1
8626,4.0,3,92.0,1.0,69,2,10.45,1,1,0,0,1,0
8627,10.0,16,29.0,1.0,13,3,193.9333333333333,1,1,0,0,0,0
8629,2.0,8,580.0,0.0,187,1,798.65,0,1,0,0,1,0
8630,4.0,10,122.0,1.0,44,3,17.933333333333334,1,1,0,0,0,1
8634,2.0,8,493.0,0.0,98,22,907.9833333333332,0,0,1,0,1,0
8635,2.0,16,79.0,1.0,0,2,489.6333333333334,1,0,1,0,0,1
8636,6.0,2,88.0,1.0,76,8,479.98333333333335,0,1,0,0,1,1
8639,2.0,3,169.0,48.0,40,4,362.0,0,1,0,0,1,1
8640,2.0,26,101.0,6.0,94,8,19.35,1,1,0,0,0,0
8643,1.0,6,250.0,0.0,100,5,433.83333333333326,0,0,0,1,0,1
8644,1.0,8,90.0,24.0,48,25,311.05,1,1,0,0,0,1
8648,2.0,6,140.0,94.0,9,2,26.85,1,0,1,0,1,0
8649,5.0,27,129.0,25.0,6,2,47.66666666666666,1,1,0,0,0,0
8651,7.0,25,249.0,0.0,110,8,22.41666666666667,1,1,0,0,1,0
8652,5.0,4,187.0,11.0,130,9,52.33333333333334,0,0,1,0,1,1
8656,6.0,3,244.0,4.0,48,4,605.6,0,1,0,0,1,0
8657,1.0,5,120.0,0.0,29,3,375.16666666666674,1,0,1,0,1,0
8660,1.0,2,185.0,0.0,0,1,970.9333333333333,0,0,1,0,1,0
8661,3.0,5,448.0,0.0,78,10,287.9,1,1,0,0,0,0
8662,3.0,8,233.0,1.0,169,9,832.8166666666667,0,1,0,0,1,0
8667,4.0,11,0.0,16.0,14,2,261.23333333333335,1,1,0,0,0,0
8669,1.0,2,707.0,7.0,3,3,206.71666666666667,0,0,1,0,1,0
8670,1.0,3,119.0,65.0,16,1,55.1,0,1,0,0,1,1
8671,1.0,4,236.0,3.0,0,12,522.6166666666667,0,0,1,0,0,0
8672,2.0,2,139.0,1.0,208,7,405.63333333333327,0,1,0,0,1,0
8673,2.0,2,149.0,75.0,32,2,146.36666666666667,0,1,0,0,0,1
8675,2.0,4,152.0,0.0,68,4,0.0,0,0,1,0,1,1
8677,2.0,6,497.0,26.0,65,60,165.0,0,1,0,0,1,1
8680,3.0,45,420.0,99.0,25,6,4.633333333333334,1,1,0,0,0,0
8685,1.0,2,260.0,0.0,211,9,426.58333333333326,0,1,0,0,1,0
8686,5.0,2,147.0,0.0,114,8,474.75,0,1,0,0,1,0
8689,5.0,12,20.0,82.0,13,3,2.1166666666666667,0,1,0,0,0,0
8691,4.0,6,119.0,9.0,18,7,715.8833333333333,1,1,0,0,1,1
8694,2.0,7,214.0,26.0,14,3,9.016666666666667,1,1,0,0,1,0
8695,1.0,10,309.0,0.0,59,4,502.66666666666674,1,1,0,0,1,0
8696,1.0,8,350.0,0.0,2,4,81.36666666666666,0,0,1,0,1,1
8702,2.0,9,37.0,162.0,44,3,365.66666666666674,1,0,1,0,0,1
8703,2.0,16,303.0,19.0,51,4,1248.5166666666667,1,1,0,0,1,0
8705,6.0,4,224.0,0.0,86,21,600.6666666666666,0,1,0,0,1,1
8709,1.0,3,160.0,0.0,6,10,1100.6666666666667,1,1,0,0,1,1
8710,1.0,24,207.0,5.0,113,14,1162.7333333333333,0,0,1,0,1,1
8712,3.0,2,206.0,6.0,293,6,4630.166666666667,0,1,0,0,1,1
8713,1.0,11,108.0,2.0,24,5,2.15,0,1,0,0,1,1
8715,2.0,8,104.0,70.0,1,4,390.45,1,0,1,0,0,1
8716,1.0,5,53.0,2.0,60,18,8.8,0,1,0,0,1,0
8719,2.0,2,277.0,0.0,26,8,62.48333333333334,0,1,0,0,1,0
8721,2.0,10,0.0,5.0,21,7,460.5,1,1,0,0,0,1
8722,1.0,2,250.0,0.0,191,7,163.28333333333333,0,1,0,0,1,1
8723,5.0,3,206.0,0.0,23,4,541.0666666666667,0,1,0,0,1,0
8724,1.0,7,212.0,1.0,31,2,164.3,1,0,1,0,0,1
8726,1.0,2,134.0,29.0,26,3,63.06666666666668,0,1,0,0,1,0
8729,7.0,5,295.0,20.0,33,3,3.033333333333333,1,1,0,0,1,0
8730,3.0,10,797.0,20.0,50,4,15.033333333333333,1,1,0,0,0,0
8732,10.0,10,295.0,3.0,209,15,307.5833333333333,0,1,0,0,1,1
8733,1.0,4,136.0,2.0,0,4,1772.833333333333,0,1,0,0,0,1
8736,7.0,2,175.0,0.0,13,4,2100.7333333333336,0,0,1,0,1,0
8738,6.0,3,243.0,58.0,312,9,79.81666666666666,0,1,0,0,1,0
8739,5.0,5,272.0,5.0,46,5,0.43333333333333335,1,1,0,0,1,1
8742,10.0,2,118.0,3.0,79,1,16120.366666666667,0,0,1,0,1,0
8743,1.0,3,411.0,4.0,1,30,13.266666666666667,0,0,1,0,0,0
8745,6.0,2,45.0,1.0,29,5,25770.766666666666,0,1,0,0,1,0
8748,2.0,7,1025.0,116.0,15,3,128.21666666666667,1,0,1,0,1,0
8749,2.0,2,61.0,0.0,213,3,53.63333333333333,0,1,0,0,0,0
8750,2.0,4,171.0,1.0,47,30,1932.5166666666669,0,1,0,0,1,1
8751,4.0,2,243.0,0.0,28,9,419.56666666666666,0,1,0,0,1,1
8753,1.0,6,121.0,0.0,39,28,20.28333333333333,1,0,0,1,1,0
8757,1.0,7,202.0,1.0,8,5,0.9666666666666668,0,1,0,0,1,1
8758,10.0,12,190.0,0.0,273,5,129.96666666666667,1,1,0,0,1,0
8759,2.0,5,685.0,30.0,50,4,3.283333333333333,1,1,0,0,1,0
8760,2.0,3,197.0,0.0,1,3,47.56666666666667,0,0,1,0,0,0
8761,3.0,6,443.0,51.0,6,5,23.78333333333333,1,0,1,0,0,0
8764,4.0,4,161.0,0.0,127,7,176.66666666666663,0,1,0,0,1,1
8766,3.0,13,128.0,5.0,195,6,20.616666666666667,1,1,0,0,1,0
8768,1.0,3,172.0,22.0,21,1,227.16666666666663,0,1,0,0,1,0
8769,9.0,25,202.0,10.0,15,3,26.68333333333333,1,1,0,0,0,1
8772,4.0,2,260.0,5.0,50,3,66.36666666666667,0,1,0,0,1,0
8773,2.0,48,144.0,20.0,114,4,2.066666666666667,1,1,0,0,0,1
8774,2.0,3,171.0,32.0,114,16,273.75,0,0,1,0,1,1
8778,4.0,5,298.0,0.0,43,9,21.48333333333333,1,1,0,0,1,0
8779,8.0,2,292.0,8.0,147,3,159.58333333333334,0,1,0,0,1,0
8780,2.0,8,363.0,1.0,205,18,13.616666666666667,0,1,0,0,0,1
8781,2.0,30,198.0,15.0,60,9,4.816666666666666,1,1,0,0,1,0
8785,3.0,2,93.0,8.0,86,3,1126.9166666666667,0,1,0,0,0,1
8786,2.0,2,122.0,1.0,5,1,3337.383333333333,0,0,1,0,1,1
8790,2.0,6,254.0,0.0,94,3,28.03333333333333,0,0,1,0,1,0
8791,2.0,3,354.0,10.0,98,7,2490.2166666666667,0,1,0,0,1,0
8792,10.0,2,161.0,0.0,31,4,454.65,0,1,0,0,1,0
8795,2.0,12,106.0,4.0,2,3,6.783333333333332,0,1,0,0,1,0
8796,2.0,5,190.0,1.0,24,3,296.15,0,0,1,0,0,1
8797,6.0,7,135.0,4.0,181,3,84.21666666666667,0,1,0,0,0,1
8798,3.0,6,0.0,5.0,22,1,206.35,0,1,0,0,0,0
8799,2.0,25,163.0,27.0,339,10,69.48333333333333,1,1,0,0,0,1
8804,2.0,4,143.0,1.0,160,8,120.28333333333332,0,1,0,0,1,0
8807,8.0,4,124.0,13.0,53,3,4.533333333333333,0,1,0,0,1,0
8808,5.0,2,77.0,8.0,14,4,1097.0666666666666,0,1,0,0,1,1
8816,6.0,2,0.0,2.0,194,13,23.61666666666667,0,1,0,0,0,0
8817,6.0,2,72.0,8.0,26,5,382.63333333333327,0,1,0,0,1,1
8818,4.0,7,564.0,4.0,21,3,6.65,1,1,0,0,1,0
8819,2.0,4,0.0,29.0,216,2,472.35,0,0,1,0,0,0
8820,1.0,13,0.0,77.0,1,3,764.2666666666668,1,1,0,0,0,1
8822,2.0,6,414.0,75.0,3,1,36.0,0,0,1,0,1,0
8823,4.0,6,182.0,0.0,128,9,873.8333333333335,0,1,0,0,0,0
8824,5.0,6,82.0,0.0,39,13,6.3,0,1,0,0,0,0
8827,5.0,10,188.0,4.0,250,4,61.26666666666667,0,1,0,0,0,0
8829,1.0,21,308.0,0.0,146,7,1380.916666666667,0,0,1,0,1,0
8831,2.0,2,119.0,0.0,62,12,0.18333333333333326,0,1,0,0,1,0
8835,2.0,9,0.0,71.0,37,3,799.4333333333333,1,1,0,0,0,1
8836,2.0,30,83.0,79.0,10,3,36.96666666666667,1,1,0,0,0,1
8837,4.0,2,527.0,0.0,205,2,3270.816666666666,0,1,0,0,1,0
8838,5.0,7,48.0,3.0,30,3,13.266666666666667,0,1,0,0,1,1
8842,2.0,7,835.0,11.0,160,19,68.3,1,0,1,0,1,1
8843,2.0,6,150.0,1.0,3,3,1446.283333333333,0,0,1,0,1,0
8844,3.0,7,338.0,3.0,33,3,3.1333333333333333,0,0,1,0,1,0
8845,3.0,3,23.0,20.0,0,1,474.03333333333336,1,1,0,0,1,0
8848,2.0,2,160.0,18.0,26,4,201.61666666666667,0,1,0,0,1,0
8850,2.0,3,319.0,8.0,5,7,13.233333333333333,1,1,0,0,1,1
8858,3.0,4,301.0,0.0,16,6,330.65,0,1,0,0,1,0
8860,6.0,5,106.0,0.0,59,5,5846.9333333333325,0,1,0,0,0,0
8864,1.0,2,72.0,0.0,15,6,12.716666666666667,0,1,0,0,1,1
8865,2.0,9,277.0,19.0,8,4,46.58333333333334,1,1,0,0,0,1
8866,5.0,7,145.0,0.0,142,10,551.1333333333333,0,1,0,0,1,0
8868,3.0,24,285.0,3.0,64,2,16.500000000000004,1,1,0,0,1,0
8869,5.0,4,503.0,0.0,41,4,265.01666666666665,0,1,0,0,0,0
8871,1.0,2,243.0,8.0,132,8,419.06666666666666,0,0,1,0,1,0
8872,6.0,2,198.0,0.0,23,4,325.78333333333336,0,1,0,0,1,0
8873,2.0,5,89.0,6.0,45,8,17.1,1,1,0,0,1,0
8875,3.0,3,431.0,13.0,31,1,340.71666666666664,0,0,1,0,0,1
8877,1.0,8,247.0,50.0,4,3,210.46666666666667,1,1,0,0,0,1
8879,4.0,5,133.0,15.0,9,21,478.13333333333327,0,1,0,0,0,1
8883,1.0,10,191.0,1.0,3,2,41.68333333333333,0,0,1,0,1,0
8885,2.0,5,0.0,3.0,19,7,484.51666666666665,0,1,0,0,0,0
8888,4.0,2,262.0,0.0,152,6,4465.75,0,1,0,0,1,0
8890,5.0,20,532.0,5.0,201,5,37.91666666666666,0,1,0,0,0,1
8892,4.0,3,100.0,9.0,4,3,45.23333333333333,0,1,0,0,1,1
8894,6.0,2,105.0,0.0,27,6,0.75,0,1,0,0,1,0
8898,4.0,11,818.0,1.0,41,12,1977.9333333333334,0,1,0,0,0,1
8899,2.0,8,0.0,48.0,0,3,215.2333333333333,0,0,1,0,0,0
8904,4.0,2,396.0,5.0,200,3,79.23333333333333,0,1,0,0,1,0
8905,1.0,5,781.0,1.0,108,17,734.1166666666667,0,0,1,0,1,1
8906,4.0,2,0.0,0.0,188,9,15.750000000000002,0,1,0,0,0,0
8908,5.0,2,270.0,0.0,31,4,8.366666666666667,0,1,0,0,1,1
8909,6.0,11,570.0,2.0,17,6,25.7,0,1,0,0,0,0
8911,1.0,15,280.0,16.0,16,4,360.28333333333336,1,0,1,0,0,1
8912,3.0,5,358.0,2.0,104,5,124.83333333333334,0,0,1,0,0,0
8914,3.0,2,176.0,0.0,206,5,38.13333333333333,0,1,0,0,0,1
8917,4.0,5,132.0,7.0,111,2,90.01666666666668,0,1,0,0,1,0
8919,4.0,2,56.0,0.0,28,4,9.716666666666667,0,1,0,0,1,0
8920,4.0,2,214.0,0.0,190,3,19.8,0,1,0,0,1,0
8922,1.0,3,346.0,1.0,196,11,1185.6666666666667,0,0,1,0,0,1
8923,2.0,3,168.0,28.0,24,3,197.65,0,1,0,0,1,1
8924,4.0,2,298.0,3.0,70,7,661.9333333333333,0,1,0,0,1,1
8926,5.0,4,190.0,4.0,45,1,268.6666666666667,1,0,0,1,1,0
8927,3.0,3,71.0,0.0,48,10,49219.83333333334,0,1,0,0,1,0
8929,1.0,4,306.0,0.0,21,92,1433.7333333333331,0,0,1,0,1,1
8930,1.0,2,264.0,7.0,19,31,0.5333333333333333,0,0,1,0,1,0
8931,4.0,5,245.0,0.0,2,28,18.716666666666665,0,1,0,0,1,0
8932,1.0,5,76.0,5.0,172,2,1545.416666666667,1,1,0,0,0,0
8933,1.0,28,197.0,10.0,36,4,1.7666666666666666,1,1,0,0,1,1
8935,2.0,4,129.0,56.0,19,8,21.383333333333333,0,1,0,0,1,0
8937,3.0,13,6.0,1.0,55,9,49.85,0,1,0,0,0,0
8939,6.0,3,127.0,0.0,55,1,837.3333333333335,0,1,0,0,1,0
8941,4.0,2,278.0,0.0,67,1,437.66666666666674,0,1,0,0,1,1
8943,2.0,12,179.0,9.0,27,7,1.4333333333333331,1,1,0,0,1,1
8945,4.0,4,315.0,18.0,62,7,146.21666666666667,1,1,0,0,1,1
8950,6.0,2,127.0,0.0,27,5,6289.083333333332,0,1,0,0,1,0
8951,1.0,5,135.0,45.0,8,11,6.2333333333333325,1,1,0,0,1,1
8953,4.0,16,311.0,0.0,70,26,7.416666666666668,1,1,0,0,1,0
8954,4.0,5,458.0,21.0,50,12,23.35,0,1,0,0,1,1
8955,2.0,17,529.0,5.0,48,75,981.7666666666668,1,1,0,0,1,1
8956,1.0,4,148.0,0.0,129,18,1040.8833333333334,1,1,0,0,1,0
8958,2.0,3,145.0,5.0,38,2,579.5,1,1,0,0,1,0
8959,5.0,2,108.0,0.0,185,2,1212.0166666666667,0,1,0,0,1,0
8960,3.0,5,436.0,0.0,13,13,5324.533333333334,0,1,0,0,1,0
8961,4.0,14,195.0,12.0,109,7,2.75,1,1,0,0,1,0
8962,4.0,8,88.0,0.0,154,10,8.016666666666667,1,1,0,0,1,0
8963,1.0,10,0.0,1.0,99,12,5142.633333333333,1,1,0,0,0,1
8970,8.0,8,85.0,0.0,29,5,17.916666666666668,0,1,0,0,1,0
8971,2.0,3,213.0,15.0,239,28,10.383333333333333,0,1,0,0,1,1
8978,2.0,9,654.0,0.0,21,92,250.96666666666667,0,1,0,0,1,0
8980,6.0,6,39.0,1.0,205,3,1365.25,0,1,0,0,1,1
8981,1.0,3,84.0,55.0,17,2,11.333333333333336,0,0,1,0,0,0
8982,3.0,44,237.0,58.0,136,6,120.98333333333332,1,1,0,0,0,0
8986,4.0,23,322.0,2.0,20,3,1012.9,1,1,0,0,0,1
8987,1.0,10,21.0,0.0,4,33,33.28333333333334,1,0,1,0,0,0
8989,2.0,3,220.0,0.0,0,3,444.03333333333336,0,0,1,0,1,1
8990,1.0,3,240.0,4.0,37,3,1026.6333333333334,0,1,0,0,0,0
8991,8.0,3,162.0,0.0,343,3,1126.5,0,1,0,0,1,0
8993,2.0,11,287.0,2.0,52,2,778.4666666666667,1,1,0,0,0,0
8994,2.0,5,98.0,2.0,182,3,25.75,0,0,1,0,1,1
8996,2.0,3,85.0,1.0,211,15,571.9666666666667,0,1,0,0,0,0
8997,4.0,2,115.0,1.0,27,2,149.81666666666666,0,1,0,0,1,0
8998,2.0,4,167.0,7.0,7,16,549.35,0,1,0,0,0,0
8999,4.0,30,333.0,0.0,176,7,325.75,1,1,0,0,0,1
9002,3.0,4,316.0,26.0,120,14,44.63333333333333,1,1,0,0,1,0
9003,2.0,4,238.0,0.0,57,1,1228.85,0,0,1,0,0,1
9004,2.0,3,160.0,1.0,201,7,13.55,1,0,1,0,1,1
9005,1.0,36,134.0,13.0,44,4,748.7166666666667,1,1,0,0,0,1
9006,2.0,2,206.0,0.0,26,8,4485.383333333333,0,1,0,0,1,1
9010,6.0,2,187.0,5.0,13,12,396.61666666666673,0,1,0,0,1,0
9011,2.0,14,623.0,35.0,56,6,822.3333333333335,1,1,0,0,0,0
9012,2.0,3,730.0,3.0,158,5,697.2,0,1,0,0,0,0
9015,2.0,7,138.0,5.0,12,3,12.45,1,1,0,0,1,0
9017,3.0,11,0.0,0.0,101,4,53.35,0,1,0,0,0,0
9019,2.0,4,226.0,0.0,134,12,92.33333333333331,0,1,0,0,1,1
9022,4.0,6,295.0,0.0,1,81,45.43333333333333,1,1,0,0,1,0
9024,3.0,3,69.0,1.0,20,3,538.8833333333333,0,1,0,0,0,0
9025,2.0,3,149.0,0.0,128,3,38.18333333333333,0,1,0,0,1,1
9026,2.0,2,167.0,1.0,159,4,57.63333333333333,0,1,0,0,0,1
9029,4.0,10,365.0,17.0,20,2,2.066666666666667,1,1,0,0,1,0
9030,2.0,6,210.0,0.0,61,6,1374.1666666666667,1,0,1,0,1,0
9031,2.0,6,546.0,0.0,11,30,19.08333333333333,0,1,0,0,1,0
9033,2.0,6,195.0,0.0,26,10,726.45,0,0,1,0,1,1
9034,2.0,7,152.0,1.0,7,6,3.916666666666667,0,1,0,0,1,0
9035,1.0,7,292.0,0.0,36,96,1812.35,0,0,1,0,1,0
9038,6.0,5,471.0,0.0,71,5,456.4666666666666,1,1,0,0,1,1
9040,2.0,7,134.0,3.0,13,7,44.2,0,1,0,0,1,1
9042,1.0,4,239.0,0.0,204,14,22.63333333333333,0,0,1,0,1,0
9043,5.0,20,229.0,0.0,6,79,107.25,1,0,1,0,1,1
9045,8.0,2,81.0,1.0,80,5,1454.1833333333334,0,1,0,0,1,0
9046,1.0,3,89.0,10.0,28,2,48.8,0,0,1,0,0,0
9047,1.0,5,0.0,0.0,0,2,229.38333333333333,0,1,0,0,0,0
9050,5.0,4,11.0,0.0,80,2,733.0166666666668,0,1,0,0,0,0
9051,1.0,8,108.0,6.0,0,3,570.7166666666667,1,0,0,1,0,1
9052,1.0,11,59.0,2.0,13,30,15.616666666666667,1,1,0,0,1,0
9053,4.0,3,173.0,0.0,211,3,246.2,1,1,0,0,1,0
9054,1.0,3,513.0,2.0,62,2,518.5166666666668,0,0,1,0,1,1
9055,1.0,7,196.0,6.0,23,9,1.0000000000000002,0,0,1,0,0,1
9056,1.0,9,0.0,1.0,59,24,62.11666666666667,1,0,1,0,0,0
9059,1.0,2,133.0,12.0,95,9,1983.75,0,1,0,0,0,0
9063,2.0,3,52.0,19.0,130,3,75.4,0,0,1,0,1,0
9064,2.0,2,216.0,0.0,7,4,658.8666666666667,0,1,0,0,1,1
9067,4.0,5,37.0,0.0,96,15,1506.833333333333,0,1,0,0,1,0
9071,5.0,29,135.0,22.0,57,6,75.46666666666667,1,1,0,0,1,0
9074,2.0,3,146.0,45.0,47,4,16.200000000000006,1,1,0,0,1,0
9075,1.0,6,97.0,2.0,9,2,6.5166666666666675,1,1,0,0,1,0
9076,2.0,8,98.0,0.0,211,16,20.33333333333333,0,1,0,0,1,0
9079,1.0,6,233.0,0.0,8,4,225.75,1,1,0,0,1,1
9080,1.0,2,54.0,2.0,0,8,612.3166666666667,0,1,0,0,1,0
9081,2.0,35,164.0,18.0,220,6,67.00000000000001,1,1,0,0,0,1
9083,1.0,10,63.0,0.0,3,9,52.63333333333333,0,1,0,0,1,1
9084,2.0,3,307.0,3.0,216,4,9.0,0,1,0,0,1,0
9086,5.0,3,260.0,0.0,22,5,135.63333333333335,1,1,0,0,1,0
9087,2.0,3,349.0,1.0,197,2,1209.1666666666667,1,0,1,0,1,0
9088,2.0,4,323.0,0.0,7,81,2713.75,0,1,0,0,1,1
9089,2.0,10,197.0,1.0,37,2,20.55,1,0,1,0,0,1
9091,4.0,6,737.0,0.0,28,3,618.7166666666667,0,1,0,0,0,0
9094,2.0,3,188.0,3.0,144,4,38.23333333333333,0,1,0,0,1,0
9097,6.0,2,103.0,8.0,51,2,323.43333333333334,0,1,0,0,1,0
9099,1.0,8,231.0,0.0,21,183,1473.6166666666666,0,1,0,0,1,1
9100,2.0,13,181.0,10.0,22,5,15.383333333333335,1,1,0,0,0,1
9104,4.0,32,0.0,17.0,1,7,413.56666666666666,1,1,0,0,0,0
9106,2.0,3,307.0,25.0,379,5,19.6,0,1,0,0,1,0
9109,6.0,4,543.0,0.0,52,2,6246.283333333334,0,1,0,0,1,1
9112,4.0,8,298.0,0.0,97,10,411.56666666666666,0,1,0,0,1,1
9113,2.0,12,87.0,2.0,14,4,20.75,0,0,1,0,0,0
9114,2.0,20,162.0,28.0,5,7,1.3666666666666667,1,1,0,0,1,0
9115,3.0,4,160.0,20.0,227,9,4.383333333333334,1,1,0,0,1,0
9116,2.0,5,206.0,10.0,2,2,1125.0666666666666,0,1,0,0,0,1
9117,2.0,7,456.0,4.0,25,6,27.4,1,1,0,0,0,0
9119,6.0,14,330.0,14.0,200,4,177.88333333333333,0,1,0,0,1,1
9120,1.0,2,234.0,0.0,67,21,493.0166666666667,0,0,1,0,1,0
9121,2.0,17,238.0,0.0,28,9,1592.8,1,1,0,0,0,0
9123,1.0,2,570.0,3.0,38,85,1218.4166666666667,0,1,0,0,1,0
9125,1.0,14,281.0,14.0,109,12,869.3166666666667,1,1,0,0,0,0
9126,2.0,7,29.0,32.0,216,9,372.66666666666674,0,0,1,0,0,1
9128,1.0,5,0.0,0.0,1,3,52.08333333333334,1,0,1,0,0,0
9131,3.0,7,244.0,27.0,41,7,204.2,1,1,0,0,1,1
9132,2.0,3,0.0,0.0,88,12,5.883333333333334,0,1,0,0,0,1
9134,3.0,3,171.0,27.0,3,3,136.91666666666666,0,1,0,0,0,1
9136,4.0,7,143.0,0.0,40,4,464.4666666666666,1,1,0,0,1,0
9138,1.0,7,707.0,0.0,31,22,837.9833333333332,1,0,1,0,1,1
9142,2.0,2,123.0,11.0,312,3,28.016666666666666,0,0,1,0,0,1
9144,2.0,14,383.0,10.0,12,3,494.2166666666668,1,0,1,0,1,0
9147,4.0,7,184.0,14.0,231,4,551.1333333333333,0,1,0,0,1,0
9148,1.0,7,444.0,6.0,171,2,1590.6,0,0,1,0,1,0
9149,1.0,11,855.0,20.0,99,4,309.18333333333334,0,1,0,0,1,0
9151,4.0,3,1356.0,1.0,81,6,108.38333333333334,0,1,0,0,1,0
9154,2.0,4,38.0,4.0,120,3,853.2833333333333,0,1,0,0,1,1
9158,2.0,3,187.0,65.0,7,3,8.666666666666666,1,1,0,0,1,0
9161,1.0,4,55.0,1.0,188,7,147.03333333333333,0,1,0,0,1,0
9162,2.0,6,797.0,4.0,192,20,89.83333333333331,1,0,1,0,0,0
9163,1.0,4,85.0,3.0,173,2,1.5,0,1,0,0,0,0
9165,10.0,26,153.0,1.0,219,9,1752.4,1,1,0,0,1,0
9166,2.0,5,63.0,0.0,92,2,977.25,0,0,1,0,0,1
9169,2.0,5,164.0,1.0,211,9,788.75,1,1,0,0,1,0
9170,2.0,3,336.0,7.0,13,4,257.68333333333334,1,0,1,0,1,1
